ResponseId,Condition,Group,Stereotype1,Stereotype2,Stereotype3,Stereotype4,Stereotype5,Stereotype6,Stereotype7,Stereotype8,Stereotype9,Stereotype10,VALENCE,Status,Liking,Stereotype1_code_r,Stereotype2_code_r,Stereotype3_code_r,Stereotype4_code_r,Stereotype5_code_r,Stereotype6_code_r,Stereotype7_code_r,Stereotype8_code_r,Stereotype9_code_r,Stereotype10_code_r,class_child,class_now,SES,AMERICAN_ID,WHITE_ID,percentage_1,central,representative,US,US_ID_1,US_ID_2,US_ID_3,US_ID_4,US_ID_5,US_ID_6,US_ID_7,US_ID_8,US_ID_9,US_ID_10,gender,gender2,age,race_1,race_2,race_3,race_4,race_5,race_6,race_7,race_7_TEXT,race_ID_1,race_ID_2,race_ID_3,race_ID_4,race_ID_5,race_ID_6,race_ID_7,race_ID_8,State_child,State_now,self_redneck,self_hick,self_hillbilly,self_whitetrash,self_bluecollar,self_whitecollar,self_WASP,self_1percent,self_trustfund,self_coastalelite,group_others_1,group_others_2,group_others_3,group_others_4,group_others_5,group_others_6,group_others_7,group_others_8,group_others_9,group_others_10,race_ID_1r,race_ID_4r,race_ID_8r,Stereotype1_valence,Stereotype2_valence,Stereotype3_valence,Stereotype4_valence,Stereotype5_valence,Stereotype6_valence,Stereotype7_valence,Stereotype8_valence,Stereotype9_valence,Stereotype10_valence
R_3PHbFY0sKkcE7C4,1,7,selfish,greedy,snobby,rude,conservative,preppy,privileged,in a bubble,blonde,coastal,3.2925,7,3,14,14,1,42,34,2,38,31,56,56,2,4,4,3.5,1.75,90,7,3,1,4,4,5,5,4,4,3,3,2,1,female,0,26, , , , , ,1, , ,5,1,3,7,1,1,2,6,Oklahoma,Oklahoma, , , , , , , , , , , , , , , , , , , , ,3,1,2,2.29,2.29,2.43,2.05,2.81,6.43,4.33,3.71, , 
R_2bPPhXevjCcPTXD,1,7,Wealthy,Snobish,Self centered,judgmental,stuffy,elitist,opinionated,self assured,confident,wierd clothing,2.87166666666667,7,3,41,1,44,30,6,13,56,56,56,56,4,3,5,4.6,1.75,99,8,4,1,3,5,3,6,6,6,6,2,4,5,male,1,28, , , , , ,1, , ,6,2,1,7,2,2,2,6,Indiana,Indiana, , , , ,1, , , , , , , , , , , ,1, , , ,2,1,2,4.71,2.43,2.38,1.95,3.62,2.14, , , , 
R_3002cVLH8wPHyPL,1,7,emotion,beauty,attraction,face,breast,boobs,buttock,abdomen,body structure,body languse,6.43,6,6,56,2,56,56,56,56,56,56,56,56,4,4,6,5.5,4.125,80,5,6,1,5,6,6,5,6,5,5,5,6,6,Male,1,35, , , , , ,1, , ,6,5,5,6,5,6,6,6,California,California, , , ,1, ,1, , , , , ,1, , , ,1, , ,1, ,2,2,2, ,6.43, , , , , , , , 
R_suvzSHTeDkPTAtz,1,8,wealthy,greedy,sociopathic,psychopathic,powerful,influential,controlling,exclusive,segregated,better-than-you,3.58875,8,5,41,14,56,56,37,37,37,13,13,1,3,3,5,5.8,1.5,55,5,4,1,6,5,7,7,6,6,6,2,7,6,male,1,38, , , , , ,1, , ,7,1,2,7,2,2,1,6,VA,NC, , , , , , , , , , , , , , ,1, , , , , ,1,1,2,4.71,2.29, , ,5,5,5,2.14,2.14,2.43
R_1d50BJi7oUkyydI,1,8,rich,greedy,powerful,CEOs,ruthless,vain,egocentric,proud,elite,arrogant,3.54,8,2,41,14,37,17,56,44,44,1,37,1,3,2,4,5.2,4,85,6,6,1,5,5,5,6,6,5,5,4,6,5,Male,1,56, , , , , ,1, , ,4,5,3,4,4,4,5,5,IL,AR, , , , ,1,1, , , , , , , , ,1, ,1, , , ,4,4,3,4.71,2.29,5,5.24, ,2.38,2.38,2.43,5,2.43
R_5bxfmwzdoVqPhMB,1,8,ultra wealthy,elitist,uncaring,racist,thoughtless,selfish,ignorant,callous,rude,snob,3.03,7,3,41,13,10,39,8,14,30,10,42,1,1,2,4,7,2.25,70,6,6,1,7,7,7,7,7,7,7,7,7,7,female,0,42, , , , , ,1, , ,7,3,2,5,2,2,3,6,New York,Pennsylvania,1,1, , ,1, , , , , , , , , ,1, , , , , ,1,3,2,4.71,2.14,3.67,1.29,6.1,2.29,1.95,3.67,2.05,2.43
R_3nwwrHg82jww6EK,1,8,rich,dumb,high class,spending,inherited,egocentric,powerfull,good looking,happy,sexy,4.87375,8,5,41,56,37,41,38,44,37,2,56,2,3,3,5,4.4,4.75,74,6,6,1,4,6,5,4,6,4,4,2,5,4,male,1,27, , , , , ,1, , ,4,4,6,4,5,5,6,4,nebraska,kansas, , , , ,1, , , , , , , , , ,1, ,1, , , ,4,4,4,4.71, ,5,4.71,4.33,2.38,5,6.43, ,6.43
R_246DVUByfJBkzG2,1,8,rude,selfish,power hungry,unrelatable,ruthless,liars,anything for profit,doesn’t care about others,easy life,carefree,3.06555555555556,8,3,42,14,14,31,56,52,29,10,47,8,4,4,7,2.1,1.875,68,4,3,1,2,2,2,2,3,1,1,5,2,1,female,0,21, , , , , ,1, , ,5,2,2,6,2,2,1,7,Texas,Texas, , , , , ,1, , , , , , , , , , ,1, , , ,3,2,1,2.05,2.29,2.29,3.71, ,1.57,3.24,3.67,2.67,6.1
R_2dRMRkmItzSMKjt,1,8,Very wealthy,Mostley WASPS,High Society,Mostley Old Money,Country Club members,Business Presidents and CEO's,Movie Actors/Entertainers/Musicians,As a group not paying their fair share of Income Tax,Looking down on other groups,No socializing outside of their group,4.21111111111111,8,4,41,40,37,38,28,17,17,56,1,13,4,3,6,5,3,90,8,4,1,3,5,7,6,7,6,7,3,2,4,Male,1,64, , , , , ,1, , ,4,2,2,2,2,4,2,6,Oklahoma,Oklahoma, , , , , , ,1, , , , , , , , , ,1, , ,1,4,6,2,4.71,4.1,5,4.33,4.71,5.24,5.24, ,2.43,2.14
R_1pmTToarHAMVXVh,1,8,White,Selfish,Arrogant,Ignorant,Boomers,male,misogynists,homophobic,racist,elitist,2,7,1,56,14,1,30,56,56,30,30,39,13,2,3,5,2,3,90,8,6,1,3,4,1,1,1,1,1,5,2,1,Female,0,29, , , , , ,1, , ,2,4,1,4,2,3,1,5,Oklahoma,Florida, , , , , ,1, , , , , , , , , , ,1, , , ,6,4,3, ,2.29,2.43,1.95, , ,1.95,1.95,1.29,2.14
R_3WAJHUSJQSqpPxf,1,8,white,rich parents,entitled,ignorant,lazy,greedy,superiority complex,narcissist,jerk,has a lot of shoes,2.88333333333333,8,2,56,38,12,30,22,14,1,44,42,28,3,3,6,2.4,2.75,90,8,3,1,2,2,1,2,3,4,1,5,2,2,female,0,28, , , , , ,1, , ,3,1,1,2,1,1,2,3,florida,oregon, , , , , , , , , , , , , , , , , , , , ,5,6,5, ,4.33,2.24,1.95,3.57,2.29,2.43,2.38,2.05,4.71
R_r0Ytgy4aMTAr2Zr,1,8,early retirement,rich,financially stable,entitled,selfish,fashionable,upscale,needs the best and newest things,greedy,money hungry,3.857,8,4,41,41,41,12,14,2,28,29,14,29,3,3,7,4.5,3.75,81,4,5,1,3,4,3,6,6,6,5,4,5,3,Female,0,26, , , , , ,1, , ,3,5,3,5,4,3,5,6,Michigan,Michigan, , , , , ,1, , , , , , , , , , ,1, , , ,5,3,2,4.71,4.71,4.71,2.24,2.29,6.43,4.71,3.24,2.29,3.24
R_1jSQD9D7xmd2Pkd,1,8,Rich,Greedy,White,Men,Privileged,Rude,Old,Hard working,Traditional,Worldly,3.39428571428571,8,5,41,14,56,56,38,42,56,7,30,29,4,3,5,5.6,4.875,69,6,6,1,5,5,6,5,6,6,6,4,7,6,Female,0,32, , , , , ,1, , ,2,4,3,2,6,5,5,4,Illinois,Florida, , , , , ,1, , , , , , , , , , ,1, , , ,6,6,4,4.71,2.29, , ,4.33,2.05, ,5.19,1.95,3.24
R_2QzcBMlgxbh8jF3,1,8,cocky,think they're better,self centered,selfish,have no problems,handed everything,pampered,don't struggle,arrogant,sheltered,2.967,8,4,1,1,44,14,38,38,47,47,1,31,3,4,5,3.5,2.25,51,3,3,1,2,5,2,6,6,5,2,1,3,3,female,0,26, , , , , ,1, , ,6,1,1,6,2,2,1,1,New York,Florida, , , , ,1, , , , , , , , , ,1, , , , , ,2,2,7,2.43,2.43,2.38,2.29,4.33,4.33,2.67,2.67,2.43,3.71
R_2DSaUFE6Y4L3Z8J,1,8,Cold and uncaring,Money-driven,Uncompassionate,Power-mad,Conspiratorial,Disingenuous,White,Older,Born rich,Trump supporters,2.89375,8,3,10,29,10,14,52,52,56,56,38,34,1,3,5,3.7,1.75,90,7,6,1,5,3,4,5,5,4,4,5,1,1,Male,1,39, , , , , ,1, , ,7,1,1,7,1,1,1,1,Ohio,Ohio, , , , , ,1, , , , , , , , , , , , , , ,1,1,7,3.67,3.24,3.67,2.29,1.57,1.57, , ,4.33,2.81
R_1mIA1SUw4ACdMAl,1,8,dumb blonds,african americans not as smart,coastal elites,KKK,trust fund babies,WASPS,blue collar,white collar,african americans get in more truble,asians are intellegent,2.97875,7,4,56,39,37,39,38,40,56,17,39,39,3,3,6,5.1,3.375,69,5,4,1,4,5,5,6,6,6,6,4,5,4,female,0,60, , , , , ,1, , ,5,4,3,6,5,4,4,6,California,Illinois, , , , , , , , , , , , , , , , , , , , ,3,2,2, ,1.29,5,1.29,4.33,4.1, ,5.24,1.29,1.29
R_3q9vZUCGpnroD1u,1,8,all bikers do drugs and have multiple sex partners,Muslims are terrorists,female cops are usually lesbians,male cheerleaders are usually gay,Asians are great at math,Goths are into satanic practices,blonds are less intelligent than brunettes,Mexicans are good at soccer,rich people are always stuck up,blacks only listen to rap music,1.965,4,4,56,39,30,30,39,30,56,39,41,39,2,3,5,6.3,4.625,50,2,3,1,7,6,5,7,7,7,7,5,7,5,female,0,39, , , , , ,1, , ,3,7,4,7,7,7,4,6,texas,texas, , , , , , , , , , , , , , , , , , , , ,5,1,2, ,1.29,1.95,1.95,1.29,1.95, ,1.29,4.71,1.29
R_1JF6unuBuxL0Mi9,1,8,out of touch,arogant,huge egos,self indulgent,no responsibilities,spoiled,over priveleged,self righteous,well connected,over paid,3.614,8,3,31,1,44,44,8,47,38,1,37,41,3,3,6,6.3,3.75,70,1,3,1,6,6,6,7,7,6,7,6,6,6,female,0,41, , , , , ,1, , ,6,5,3,4,4,4,4,4,pennsylvania,pennsylvania,1,1, ,1,1, , , , , , ,1,1, , , , , , , ,2,4,4,3.71,2.43,2.38,2.38,6.1,2.67,4.33,2.43,5,4.71
R_elZZip06ahsw5y1,1,8,Wealthy,Out of touch,Exploitative,High class,Polite,Powerful,Own a great deal,Look down on people,Egotistical,Moneyed,4.08125,8,3,41,31,56,37,56,37,28,1,44,41,4,4,7,1.8,2.5,90,6,4,1,2,3,2,1,1,2,1,3,1,2,Male,1,21, ,1, , , ,1, , ,6,3,1,6,2,2,2,2,Texas,Texas, , , , , ,1, , , , , , , , , , ,1, , , ,2,2,6,4.71,3.71, ,5, ,5,4.71,2.43,2.38,4.71
R_2tG7FAlt1crpata,1,8,rich bitches,money honeys,dumb blondes,gold diggers,sugar daddies,cougars,cash cows,social climbers,sweet,money bags,4.26833333333333,8,1,41,29,56,29,41,56,56,37,56,41,2,2,5,7,4,76,7,6,1,7,7,7,7,7,7,7,7,7,7,Female,0,59, , , , , ,1, , ,6,4,4,5,6,6,5,6,Indiana,Tennessee, , , , ,1, , , , , , , , , ,1, , , , , ,2,3,2,4.71,3.24, ,3.24,4.71, , ,5, ,4.71
R_3D5gXyisQJcEuSl,1,8,wealthy,arrogant,dumb,ignorant,surgically enhanced,fake,powerful,untrustworthy,rude,mean,2.66625,8,4,41,1,56,30,56,52,37,52,42,42,3,3,5,3.1,3.375,80,8,8,1,3,3,4,4,4,4,3,2,2,2,female,0,20, , , , , ,1, , ,6,4,2,5,4,4,4,4,South Carolina,South Carolina, , , , , ,1, , , , , , , , , , ,1, , , ,2,3,4,4.71,2.43, ,1.95, ,1.57,5,1.57,2.05,2.05
R_3qyvCv3P5hW8XTX,1,8,rich,elite,entrepreneurs,smart,risky,powerful,control,men,savvy,egotistical,5.40777777777778,7,3,41,37,17,20,8,37,37,56,20,44,4,4,6,5.3,1.875,90,4,7,1,6,4,6,6,6,5,6,4,5,5,female,0,54, , , , , ,1, , ,7,2,1,7,2,4,2,6,South Carolina,South Carolina, , , , ,1,1, , , , , , , , , , ,1, , , ,1,1,2,4.71,5,5.24,7.62,6.1,5,5, ,7.62,2.38
R_uymVoHyptvxa8Qp,1,8,wealthy,selfish,unrealistic,out of touch,dependent,self assured,confident,cocky,extravagant,self absorbed,3.38,8,2,41,14,31,31,21,56,56,1,28,44,3,3,6,6.8,4.875,60,5,6,1,7,7,7,7,7,7,7,7,6,6,female,0,30, , , , , ,1, , ,4,6,2,3,7,6,6,5,New York,New York, , , , , ,1, , , , , , , , , , ,1, , , ,4,5,3,4.71,2.29,3.71,3.71,3.1, , ,2.43,4.71,2.38
R_qDXqZQUXqzunp5f,1,8,powerful,wealthy,influential,intelligent,motivated,focused,untrustworthy,liars,political,self-serving,3.97857142857143,8,2,37,41,37,20,56,56,52,52,56,44,1,4,7,6.7,2.25,60,5,4,1,6,7,7,7,7,7,7,5,7,7,female,0,65, , , , , ,1, , ,7,2,1,7,5,2,5,7,ohio,ohio, , , , , ,1,1, , , , , ,1, , , , , , , ,1,1,1,5,4.71,5,7.62, , ,1.57,1.57, ,2.38
R_2YxMdep2rri2b3r,1,8,Upper class Money,Social standing,Religion,Race,Low class poor,Jobs,Morals,Law breaking,Division of races,Hand outs class,3.554,2,4,41,37,40,56,56,56,56,56,39,47,3,3,4,6.7,3.375,47,5,6,1,7,5,6,7,7,7,7,7,7,7,Female,0,70, , , , , ,1, , ,6,2,4,7,4,6,6,6,Texas,Texas,1,1, , ,1, , , , , , ,1,1, , , , , , , ,2,1,2,4.71,5,4.1, , , , , ,1.29,2.67
R_1Gy0Qdn6UoBqWkg,1,8,privileged,wealthy,mansions,fancy cars,beach homes,ivy league colleges,snooty,power hungry,drug addicts,spoiled,4.2,8,4,38,41,28,28,28,18,1,14,56,47,2,3,6,5.5,3.875,90,5,5,1,5,4,5,7,7,5,6,4,6,6,female,0,65, , , , , ,1, , ,5,5,2,5,5,4,5,4,CA,NV, , , , , ,1, , , , , , , , , , ,1, , , ,3,3,4,4.33,4.71,4.71,4.71,4.71,7.24,2.43,2.29, ,2.67
R_20U1xapXNqpqEoI,1,8,lazy,dim-witted,terrorists,poor,impatient,arrogant,standoffish,rebels,anorexic,troubled child,3.22333333333333,6,3,22,56,56,56,56,1,10,56,56,56,2,2,5,5.3,3.625,82,7,6,1,5,3,6,7,7,6,4,3,6,6,Male,1,54, , , , , ,1, , ,7,6,2,7,5,7,6,7,New York,Alabama, , , , ,1, , , , , , , ,1, , , , , , , ,1,1,1,3.57, , , , ,2.43,3.67, , , 
R_C4GCrUJXlRC5GTv,1,8,Egotistical,Not humble,Ambitious,Tunnel visioned,Greedy,Materialistic,Generous,Entrepreneur,Driven,Shallow,3.92111111111111,8,3,44,1,7,30,14,29,9,17,7,56,2,2,6,2.8,2.625,96,6,4,1,3,4,3,4,3,3,3,2,1,2,female,0,62, , , , , ,1, , ,6,3,3,7,3,3,3,5,Florida,Florida, , , , , , , , , , , , , , ,1, , , , , ,2,1,3,2.38,2.43,5.19,1.95,2.29,3.24,7.38,5.24,5.19, 
R_3PO87tzO5C7u5qh,1,8,entitled,removed,non-empathetic,spoiled,different,unnerved,unrelatable,wealthy,driven,interesting,3.7,7,7,12,31,10,47,56,56,31,41,7,56,2,2,6,6.1,4.125,84,7,7,1,6,6,6,6,6,5,6,6,7,7,Male,1,44, , , , , ,1, , ,5,5,5,5,5,6,5,7,California,California, , , , ,1, , , , , , , , , ,1, , , , , ,3,3,1,2.24,3.71,3.67,2.67, , ,3.71,4.71,5.19, 
R_1gjafoRxrG0XgZy,1,8,rich,white,elitist,snob,mean,rude,fat,Republican,intolerant,immoral,2.59142857142857,8,1,41,56,13,1,42,42,56,34,30,56,4,4,7,1,3.25,91,8,2,1,1,1,1,1,1,1,1,1,1,1,female,0,58, , , , , ,1, , ,5,3,3,3,2,2,4,4,Texas,Washington, , , , , ,1,1, , , , , , , , , ,1, , ,1,3,5,4,4.71, ,2.14,2.43,2.05,2.05, ,2.81,1.95, 
R_ez0MqCOApQeaIil,1,8,arrogant,unfeeling,materialistic,cold,born with a silver spoon,racist,selfish,Republican,conservative,pushy,2.76444444444444,8,1,1,10,29,10,47,39,14,34,34,56,1,3,4,4.8,2.5,80,8,8,1,6,4,5,6,5,5,5,4,4,4,female,0,62, , , , , ,1, , ,6,3,2,6,3,4,2,6,Massachusetts,Massachusetts, , , , , ,1, , , , , , , , ,1, , , , , ,2,2,2,2.43,3.67,3.24,3.67,2.67,1.29,2.29,2.81,2.81, 
R_2QMO74Lt7247DWQ,1,8,greedy,thoughtless,inhumane,stingy,selfish,happy,carefree,out-of-touch,privileged,evil,4.13666666666667,8,6,14,8,56,56,14,56,8,31,38,56,2,3,5,1.7,2,86,6,1,1,1,1,1,2,3,1,1,5,1,1,female,0,24, , , , , ,1, , ,6,2,1,3,3,1,1,7,illinois,illinois, , , ,1, , , , , , , , , , , , , , , , ,2,5,1,2.29,6.1, , ,2.29, ,6.1,3.71,4.33, 
R_2vdidTkZxt9MLRq,1,8,homosexsual,white jews,black pacifist,texas cowboys,political groups,mexicans,spanish beeing like mexicans,asian chinese food,racism rather than freedom of speech,poles in usa,2.22666666666667,6,4,56,40,56,56,56,56,39,56,39,56,3,3,5,4.2,2.875,54,5,6,1,4,4,5,3,3,5,4,5,4,5,male,1,20, , , , , ,1, , ,5,3,3,4,2,2,3,5,califronia,california, , , , , ,1, , , , ,1, , , , , , , , , ,3,4,3, ,4.1, , , , ,1.29, ,1.29, 
R_C8HtINS2ta6zrQB,1,8,Rich,Greedy,Selfish,Don't pay a fair share back to society,Buy/control politicians,Educated,Disconnected from reality of the lower class,Profits over everything,Billionaire,Mostly white,4.14875,8,2,41,14,14,56,37,18,31,29,41,56,3,4,7,3.5,3.625,70,5,4,1,4,4,5,4,5,5,4,1,2,1,Male,1,34, , , , , ,1, , ,4,4,1,5,4,4,4,3,Massachusetts,Massachusetts, , , , ,1, , , , , , , , , ,1, , , , , ,4,3,5,4.71,2.29,2.29, ,5,7.24,3.71,3.24,4.71, 
R_3dZdWI9E8jH6q3L,1,8,wealthy,republican,famous,diversified,outspoken,intelligent,manipulative,sneaky,shady,protective,3.55,8,2,41,34,37,56,56,20,52,52,52,56,3,3,7,5.5,3,98,7,4,1,6,5,7,6,7,5,6,5,4,4,Female,0,23, , , , , ,1, , ,5,1,2,7,4,5,3,3,NY,NY, , , , , ,1, , , , , , , , ,1, ,1, , , ,3,1,5,4.71,2.81,5, , ,7.62,1.57,1.57,1.57, 
R_SO6ZH9QULKkDehj,1,8,rich,snobby,egotistical,motivated,selfish,selfcentered,ignorant,discrimantive,flambouant,calculated,2.58428571428571,5,4,41,1,44,56,14,44,30,30,56,56,4,3,6,4.9,4.375,80,5,5,1,5,4,5,5,5,5,4,6,5,5,Male,1,18, , , , , ,1, , ,5,5,5,5,5,4,6,4,California,California, , , , , , , , , , , , , , , , , , , , ,3,3,4,4.71,2.43,2.38, ,2.29,2.38,1.95,1.95, , 
R_Q56BWHU9xkVzYw9,1,8,extremely wealthy,greedy,out of touch,hard workers,born w/ silver spoons in their mouths,corrupt,white,male,old,take advantage of less fortunate,3.714,8,4,41,14,31,7,47,56,56,56,56,56,3,3,6,1.8,1.625,96,6,4,1,1,1,1,3,3,2,2,3,1,1,Female,0,19, , , , , ,1, , ,6,1,1,6,1,1,1,4,Illinois,Illinois, , , , , , , , , , , , , , , , , , , , ,2,2,4,4.71,2.29,3.71,5.19,2.67, , , , , 
R_3MSu2MxLC1RkkfV,1,9,It helps financially,It helps support baby whose parent are no more, , , , , , , , ,7.38,5,6,9,9, , , , , , , , ,3,4,7,6.8,4.75,88,5,7,1,6,7,7,7,7,7,6,7,7,7,Male,1,24, , , , , ,1, , , ,5, ,6,6,6, , ,Ohio,Ohio,1, , , , , , , , , , , , , , , , ,1, , , ,2, ,7.38,7.38, , , , , , , , 
R_2af3jxcgUpJVagS,1,9,entitled,snobby,lazy,judgmental, , , , , , ,2.5475,8,2,12,1,22,30, , , , , , ,4,3,6,5.7,2.375,91,6,2,1,6,6,6,6,4,6,4,6,7,6,female,0,22, , , ,1, ,1, , ,6,3,1,6,3,3,3,6,PA,PA, , , , , ,1, , , , , , , , , , ,1, , , ,2,2,2,2.24,2.43,3.57,1.95, , , , , , 
R_3NCdbZYXseCwvHw,1,9,Trust,Interest,Resourceful,Efficient,Stable,Sustainable,Driven,Flexible, , ,5.19,6,6,56,56,56,56,56,56,7,56, , ,2,2,10,7,5.5,70,6,7,1,7,7,7,7,7,7,7,7,7,7,Male,1,40, , , , , ,1, , ,1,7,1,1,7,7,7,7,Newyork,Texas, , , , , ,1, , , , , , , , ,1, ,1, , , ,7,7,1, , , , , , ,5.19, , , 
R_2s6KakSrCYr1gZh,1,9,people as such do not believe that babies are to blame for coming a different diversity than themselves.,"for people believe in himself, only that he is a common child who does not know what they compare him to.",none,none,none,none,none,none,none,none, ,5,5,56,56,56, , , , , , , ,3,3,6,5.3,3.875,33,5,4,1,5,5,5,4,5,6,6,6,5,6,male,1,30, , , , , ,1, , ,6,3,4,4,5,5,5,5,washintong,washintong, , , , , , ,1, , , , , , , , , , , , ,1,2,4,3, , , , , , , , , , 
R_TnPjLUfPDcVaSU9,1,9,Rich,entitled,spoiled,well-known,luxurious,rude,arrogant,glad,proud,boasting,3.18555555555556,8,3,41,12,47,37,28,42,1,56,1,1,4,3,6,2,2.625,90,2,2,1,1,2,2,1,4,1,1,3,3,2,Female,0,21, , , , , ,1, , ,5,3,1,7,4,3,3,5,Illinois,Illinois, , , , , , , , , , , , , , , , , , , , ,3,1,3,4.71,2.24,2.67,5,4.71,2.05,2.43, ,2.43,2.43
R_UzJAxFiW09LVwkh,1,9,Selfish,aggressive,hedonistic,plastic,proud,fake,insincere,dishonest,self promoting,arrogant,2.5425,7,3,14,56,8,56,1,52,52,52,44,1,3,3,5,4,4.375,98,6,1,1,4,3,5,4,4,4,4,3,5,4,Male,1,57, , , , , ,1, , ,4,5,4,6,6,5,6,5,WI,WI, , , , ,1, , , , , , , , , ,1, , , , ,1,4,2,3,2.29, ,6.1, ,2.43,1.57,1.57,1.57,2.38,2.43
R_2CpknxEVbWiXQ9a,1,9,white people,lazy,entitled,"""entreprenuers""",well traveled,literate,educated,materialistic,brats,snobby,3.9175,7,3,56,22,12,17,28,56,18,29,47,1,3,3,7,3.5,2.75,72,3,6,1,4,5,3,5,6,5,2,2,1,2,male,1,30, , , , , ,1, , ,2,2,1,5,2,1,1,2,Utah,Utah, , , , ,1, , , , , , , , , ,1, , , , , ,6,3,6, ,3.57,2.24,5.24,4.71, ,7.24,3.24,2.67,2.43
R_2EHqaqm5UU0PbFR,1,9,wealthy,entitled,non-committal,inexperienced,secured,lazy,emotionally distant,arrested development,bratty,over-confident,3.37666666666667,8,5,41,12,10,21,38,22,10,56,47,1,3,3,4,1.8,2,95,7,2,1,4,2,3,1,1,1,1,1,2,2,Male,1,33, , , , , ,1, , ,7,1,3,7,1,2,1,2,Connecticut,Illinois, , , , , , , , , , , , , , ,1, ,1, ,1, ,1,1,6,4.71,2.24,3.67,3.1,4.33,3.57,3.67, ,2.67,2.43
R_1opaj3FYSpyDPRA,1,9,entitled,clueless,self-righteous,elite,rich,snobby,devious,insulated,fake,boring,2.942,8,2,12,31,1,37,41,1,52,13,52,6,4,3,6,4.3,3,99,8,5,1,5,4,3,5,5,5,4,4,4,4,male,1,38, , , , , ,1, , ,6,2,4,2,1,1,3,3,Texas,Utah, , , , , ,1, , , , , , , , , , ,1, , ,1,2,6,5,2.24,3.71,2.43,5,4.71,2.43,1.57,2.14,1.57,3.62
R_2ZKC7feo96g5jRN,1,9,Lazy,Wealthy,Selfish,White collar,Never worked hard,Wife,Passive,Upper class,Conceited,Coasting through life,4.1725,8,2,22,41,14,17,38,56,56,41,1,8,4,4,7,3.8,3.375,85,5,6,1,4,3,3,4,5,5,4,4,3,3,Male,1,22, , , , , ,1, , ,5,4,1,5,3,4,4,3,Illinois,Minnesota, , , , , , , , , , , , , , , ,1, , , , ,3,3,5,3.57,4.71,2.29,5.24,4.33, , ,4.71,2.43,6.1
R_2eQNSSUjhT8UwcT,1,9,Snobby,Incompetent,Lazy,1%,uniformed,White,WASP,Out of touch,Greedy,Wastful,3.26875,7,3,1,21,22,41,56,56,40,31,14,12,4,3,7,3.8,3.5,95,6,4,1,4,3,4,5,4,6,3,4,2,3,Female,0,39, , , , , ,1, , ,5,4,5,4,3,2,4,5,Missouri,Massachusetts, , , , , ,1, , , , , , , , , , ,1, , , ,3,4,3,2.43,3.1,3.57,4.71, , ,4.1,3.71,2.29,2.24
R_3oyAyBbaTKj6ngR,1,9,entitled,out of touch,dull,boring,spoiled,white,lazy,unintelligent,impulsive,elitist,3.45875,7,2,12,31,6,6,47,56,22,56,8,13,1,1,3,1.6,2.5,99,6,1,1,2,2,1,1,3,3,1,1,1,1,male,1,26, , , , , ,1, , ,4,2,2,6,4,3,1,6,Michigan,Michigan, , , , , , , , , , , , ,1, , , , , ,1, ,4,2,2,2.24,3.71,3.62,3.62,2.67, ,3.57, ,6.1,2.14
R_1jDmk3BqJKXnrkw,1,9,needy,entitled,spoiled,not willing to work hard,high ego,poor providers,manipulative,evil,useless,greedy,2.54571428571429,8,2,56,12,47,22,44,56,52,56,21,14,2,3,5,5.1,4,91,4,1,1,4,4,5,6,7,5,6,4,5,5,Male,1,59, , , , , ,1, , ,4,4,4,4,4,4,4,4,NH,NH, , , , , ,1,1, , , , , , , , , ,1, , , ,4,4,4, ,2.24,2.67,3.57,2.38, ,1.57, ,3.1,2.29
R_2sSV57OtcVWW5Yo,1,9,White,Rich,Cocky,Arrogant,Used to getting what they want,Fancy clothes,Materialistic,City,Travel,Smart,4.13666666666667,8,3,56,41,1,1,47,28,29,28,28,20,3,3,6,5.7,4.5,81,7,6,1,5,7,6,5,6,5,5,4,7,7,Female,0,23, , , , , ,1, , ,6,5,6,6,6,5,7,5,Michigan,Michigan, , , , ,1, , , , , , , , , ,1, , , , , ,2,2,3, ,4.71,2.43,2.43,2.67,4.71,3.24,4.71,4.71,7.62
R_2YxBGbr9L3tHe2z,1,9,Fortunate,Come from hard-working families,Not hard-working themselves,Entitled,Well-educated,Out-of-touch with reality,Spend too much money,Don't know how to hold a job,Dress well,Drive nice cars,4.58555555555556,5,5,38,38,22,12,18,31,41,56,2,28,2,2,6,7,3.875,61,2,1,1,7,7,7,7,7,7,7,7,7,7,Female30,0,30, , , , , ,1, , ,4,4,1,4,6,4,2,2,Oregon,Washington,1, , , ,1, , , , , , ,1, , , , ,1, , ,1,4,4,6,4.33,4.33,3.57,2.24,7.24,3.71,4.71, ,6.43,4.71
R_WewmZJJjxwP5BNT,1,9,White,Financial Executives,Politicians,Expensive Cars,Million dollar homes,Standoffish,Snobby,I'm better than you attitude,Vacation Homes,Expensive Jewelry,4.20555555555556,7,4,56,17,17,28,28,10,1,1,28,28,4,2,6,5.7,4,75,3,3,1,6,6,6,6,6,6,6,3,6,6,Female,0,58, , , , , ,1, , ,6,6,2,4,6,4,6,6,New York,New York, , , , ,1, , , , , , , , , , , , ,1, , ,2,4,2, ,5.24,5.24,4.71,4.71,3.67,2.43,2.43,4.71,4.71
